;Unnamed: 0;municipio;codigo;area_territorial;populacao_estimada;densidade_demografica;escolarizacao;idhm;mortalidade_infantil;pib_per_capita;uf;receitas_realizadas;despesas_empenhadas;saldo_receitas_despesas;cidade;estado;longitude;latitude;altitude;unidades;unidades_urbanas;unidades_rurais;area_plantada;producao_graos;IDHM_Renda;IDHM_Longevidade;IDHM_Educacao;tipo_rural_urbano;GVA_agropecuaria;GVA_industria;GVA_Servicos;GVA_publico;GDP;GDP_populacao;GDP_per_capita;estabelecimentos;carros;motos
2921;3135;Choró;2303931;815,268;13565;15,76;97,2;0,585;;6249,33;CE;39483,61716;32665,65548;6817,96168;Choró;CE;-39.13746753;-4.842515659;233.64;3288;1024;2264;3426;3881;0.493;0.778;0.523;Rural Adjacente;7.62;1907.17;16495.91;44670.21;73329.49;13340;5496.96;95;492;2053
2922;3136;Chorozinho;2303956;296,431;20274;67,94;97,4;0,604;;13965,85;CE;53830,39622;47230,75267;6599,64355;Chorozinho;CE;-38.50128567;-4.302170914;43.36;5489;3371;2118;17450;17391;0.57;0.742;0.522;Rural Adjacente;13355.16;7105.1;48848.09;62525.32;139166.63;19194;7250.53;177;2608;2329
2923;3137;Coreaú;2304004;750,332;23239;28,3;97,5;0,61;;6507,31;CE;51937,11674;47475,59126;4461,52548;Coreaú;CE;-40.65695108;-3.549487861;70.95;5942;3988;1954;2962;1474;0.526;0.758;0.568;Rural Adjacente;12498.47;4782;41747.41;70590.9;134869.72;23000;5863.9;220;1121;3871
2924;3138;Crateús;2304103;2981,459;75159;24,39;97,5;0,644;;10013,53;CE;140243,4949;139963,5238;279,97114;Crateús;CE;-40.66840013;-5.176950551;284.94;21727;15930;5797;29660;24672;0.618;0.787;0.55;Urbano;48.79;31643.05;325038.52;218855.28;666706.13;74350;8967.13;1136;6875;21920
2925;3139;Crato;2304202;1138,15;133031;103,21;97,8;0,713;;11772,7;CE;263007,6556;226354,5936;36653,06196;Crato;CE;-39.4083903;-7.23175279;424.3;33997;28592;5405;7044;17882;0.655;0.822;0.673;Urbano;61.7;203571.96;730832.22;380063.82;1509563.86;129662;11642.3;2015;17675;27526
2926;3140;Croatá;2304236;696,348;18133;24,49;97,4;0,59;;7358,18;CE;44431,21556;43136,46883;1294,74673;Croatá;CE;-40.9090451;-4.414057266;544.01;4833;2617;2216;4350;32043;0.497;0.76;0.544;Rural Adjacente;20946.93;4525.39;27.48;59549.31;116549.16;17802;6546.97;158;1206;3372
2927;3141;Cruz;2304251;335,921;24977;68,13;98,5;0,632;;9583,47;CE;66832,45706;53862,87242;12969,58464;Cruz;CE;-40.17127871;-2.91670805;6.96;6198;2841;3357;17811;25343;0.573;0.752;0.586;Rural Adjacente;13988.91;13394.79;66433.54;84.23;189421;23833;7947.85;468;2293;5908
2928;3142;Deputado Irapuan Pinheiro;2304269;471,134;9662;19,33;99,3;0,609;;7018,79;CE;28587,71263;24445,95004;4141,76259;Deputado Irapuan Pinheiro;CE;-39.26154177;-5.908962374;245.48;2771;1331;1440;7052;1987;0.542;0.742;0.562;Rural Adjacente;9240.15;4529.34;16410.81;32636.18;65.51;9483;6908.19;90;453;2229
2929;3144;Eusébio;2304285;78,818;54337;582,66;98,3;0,701;;56121,51;CE;281098,3155;251597,0948;29501,22071;Eusébio;CE;-38.44512184;-3.886972887;33.06;12713;12713;;165;544;0.7;0.794;0.621;Urbano;19350.98;1038868.71;1110685.38;254682.16;3067946.99;51913;59097.86;2387;10944;6499
2930;3145;Farias Brito;2304301;530,54;19389;37,74;99,3;0,633;;10404,89;CE;51471,39926;44726,55491;6744,84435;Farias Brito;CE;-39.57083502;-6.927109981;337.91;5402;2700;2702;6979;16539;0.541;0.774;0.605;Rural Adjacente;16734.04;4760.59;39198.14;64318.72;130206.82;18789;6929.95;197;848;2987
2931;3146;Forquilha;2304350;568,778;24452;42,14;96,4;0,644;;8682,12;CE;59852,25615;55357,41569;4494,84046;Forquilha;CE;-40.258769;-3.798957743;95.64;6180;4460;1720;5045;2597;0.583;0.76;0.602;Urbano;10.81;18274.35;61508.58;76.41;179145.83;23801;7526.82;206;1497;5032
2932;3147;Fortaleza;2304400;312,353;2686612;7786,44;96,1;0,754;;23436,66;CE;6810527,069;6525657,824;284869,2451;Fortaleza;CE;-38.58992756;-3.723805035;29.91;711478;711478;;21;117;0.749;0.824;0.695;Urbano;47368.39;9060367.79;35008332.72;8020931.83;60141145.2;2609716;23045.09;57476;593648;311017
2933;3148;Fortim;2304459;285,024;16631;53,15;97,5;0,624;;9685,71;CE;46215,46717;41449,76087;4765,7063;Fortim;CE;-37.79897549;-4.449804917;22.66;4163;2770;1393;9677;14021;0.562;0.734;0.588;Rural Adjacente;21.16;7453.21;48781.74;55237.38;140962.94;16115;8747.31;149;1454;1609
2934;3149;Frecheirinha;2304509;210,284;14134;71,68;97,8;0,604;;18297,95;CE;44426,33149;38675,59321;5750,73828;Frecheirinha;CE;-40.8214052;-3.760611931;125.23;3756;2245;1511;2549;3618;0.551;0.746;0.536;Rural Adjacente;6.16;86.08;54.3;45616.57;219363.01;13606;16122.52;162;913;4235
2935;3150;General Sampaio;2304608;230,371;7694;30,21;96,2;0,568;;7667,45;CE;24583,97795;25385,03992;-801,06197;General Sampaio;CE;-39.45352995;-4.051041275;134.48;1579;957;622;1729;2374;0.548;0.744;0.449;Rural Adjacente;4.59;1894.36;10321.67;25925.95;44294.03;6845;6471.01;31;342;1142
2936;3151;Graça;2304657;258,942;14407;53,39;99,1;0,57;;6272,26;CE;50466,39062;45677,84743;4788,54319;Graça;CE;-40.7555249;-4.046938794;180.6;4271;1788;2483;4856;3343;0.514;0.755;0.477;Rural Adjacente;5016.12;3153.33;22492.48;53069.7;86752.52;15300;5670.1;107;567;3270
2937;3152;Granja;2304707;2663,174;54962;19,52;94,7;0,559;;6763,1;CE;107204,8;106091,7874;1113,01264;Granja;CE;-40.82993899;-3.118952156;17.2;13245;6893;6352;23036;29828;0.495;0.778;0.453;Rural Adjacente;70906.19;15973.32;106405.41;165492.9;374654.79;54146;6919.34;297;1664;6937
2938;3153;Granjeiro;2304806;111,528;4814;46,23;98,8;0,585;;8727,09;CE;16,63519;16804,48543;-16787,85024;Granjeiro;CE;-39.22030889;-6.888884373;313.28;1175;381;794;1005;1346;0.533;0.715;0.526;Rural Adjacente;3.45;1182.33;6833.72;19129.67;31813.63;4459;7134.7;10;165;289
2939;3154;Groaíras;2304905;155,681;11144;65,59;97,9;0,633;;7073,7;CE;30387,53255;28903,84396;1483,68859;Groaíras;CE;-40.38214602;-3.911954129;88.25;3014;2180;834;2274;1146;0.585;0.724;0.598;Rural Adjacente;5611.02;3036.59;21287.82;36905.25;69.81;10931;6386.3;149;742;3900
2940;3155;Guaiúba;2304954;256,053;26290;90,19;94,2;0,617;;7945,16;CE;55147,27488;51598,99584;3548,27904;Guaiúba;CE;-38.63443478;-4.040243501;66.92;6408;5047;1361;1625;11932;0.546;0.768;0.56;Intermediário Adjacente;16384.28;10772.27;50.1;82560.58;168281.37;26091;6449.79;111;1349;2345
2941;3156;Guaraciaba do Norte;2305001;624,606;40784;61,78;97,7;0,609;;11415,44;CE;105405,8841;90370,30516;15035,57897;Guaraciaba do Norte;CE;-40.75263318;-4.162451067;933.44;10217;4912;5305;9996;99564;0.552;0.776;0.528;Rural Adjacente;80792.94;13881.28;122054.93;121382.76;359485;39301;9146.97;582;4109;9811
2942;3157;Guaramiranga;2305100;90,817;5132;70,06;97,6;0,637;;17411,43;CE;32183,19369;20840,76729;11342,4264;Guaramiranga;CE;-38.94063329;-4.262050919;900.29;1072;662;410;685;2716;0.576;0.736;0.61;Rural Adjacente;6069.15;5491.56;21192.63;20025.85;55125.37;3632;15177.69;109;445;1165
2943;3158;Hidrolândia;2305209;926,587;20053;19,99;98;0,597;;7082,71;CE;40945,08241;37985,57052;2959,51189;Hidrolândia;CE;-40.40181712;-4.407999444;190.43;5621;3338;2283;14802;5213;0.549;0.775;0.499;Rural Adjacente;19266.81;6641.18;39447.66;66033.8;136051.91;20136;6756.65;194;1104;4021
2944;3159;Horizonte;2305233;160,557;68529;344,96;97,1;0,658;;24220,46;CE;193783,1808;175778,4819;18004,69894;Horizonte;CE;-38.49423956;-4.093278;71.05;15703;14621;1082;4489;9136;0.594;0.788;0.61;Urbano;92613.46;533011.97;376465.67;236262.1;1450387.88;64673;22426.48;661;8400;10534
2945;3160;Ibaretama;2305266;879,255;13369;14,73;95,4;0,577;;7210,05;CE;28682,80626;28828,38628;-145,58002;Ibaretama;CE;-38.82167831;-4.818651578;141.46;3456;1220;2236;5673;4451;0.517;0.759;0.489;Rural Adjacente;10668.45;2964.42;18553.41;47135.71;82280.57;13203;6231.96;87;715;1859
2946;3161;Ibiapina;2305308;414,092;25082;57,38;98,5;0,608;;9388,09;CE;51973,94305;46606,54475;5367,3983;Ibiapina;CE;-40.89392902;-3.936131262;904.9;6458;3076;3382;6826;81767;0.559;0.767;0.525;Rural Adjacente;42.94;7834.14;54784.94;76877.26;191623.31;24739;7745.8;196;2017;4380
2947;3162;Ibicuitinga;2305332;423,856;12629;26,72;97,9;0,606;;7524,29;CE;32884,86905;28419,81875;4465,0503;Ibicuitinga;CE;-38.64086305;-4.969166423;195.29;3231;1677;1554;6544;7195;0.514;0.758;0.571;Rural Adjacente;9527.66;2849.26;22066.26;43568.98;81350.82;12242;6645.22;78;716;2241
2948;3163;Icapuí;2305357;421,44;20060;43,43;96,8;0,616;;14129,07;CE;93890,53522;82328,16553;11562,36969;Icapuí;CE;-37.3535631;-4.715549488;15.42;5240;1717;3523;9285;59104;0.572;0.757;0.541;Rural Adjacente;54222.39;20277.03;70875.66;78752.97;245504.74;19554;12555.22;494;926;5028
2949;3164;Icó;2305407;1865,862;68162;34,97;96,7;0,606;;8289,27;CE;121888,3251;120450,0418;1438,28329;Icó;CE;-38.86308518;-6.403031252;158;18267;8859;9408;11874;12564;0.568;0.731;0.536;Intermediário Adjacente;45986.12;23941.61;217365.37;218661.01;539033.69;67345;8004.06;590;4538;17141
2950;3165;Iguatu;2305506;992,208;103074;93,76;96,8;0,677;;14637,05;CE;207787,909;210946,2663;-3158,35725;Iguatu;CE;-39.29990568;-6.36055472;218.56;28836;22365;6471;8073;22645;0.642;0.808;0.599;Urbano;109948.37;117568.82;716.97;318394.92;1422108.92;102013;13940.47;1839;11463;32768
2951;3166;Independência;2305605;3222,381;26187;7,95;97,6;0,632;;8876,68;CE;50895,19251;47668,2617;3226,93081;Independência;CE;-40.30934826;-5.3980281;344.17;7510;3567;3943;14726;905;0.561;0.759;0.592;Rural Adjacente;45.34;21.43;56173.09;79662.96;210254.14;25962;8098.53;281;1645;7429
2952;3167;Ipaporanga;2305654;704,773;11596;16,16;97,2;0,579;;6866,37;CE;31035,32593;31543,55553;-508,2296;Ipaporanga;CE;-40.75796634;-4.900629786;293.85;3490;1319;2171;8015;5394;0.502;0.766;0.506;Rural Adjacente;13354.7;3.51;18039.03;36359.32;73751.11;11499;6413.7;104;537;2969
2953;3168;Ipaumirim;2305704;276,508;12485;43,86;96,7;0,606;;8328,03;CE;26749,06499;26533,50603;215,55896;Ipaumirim;CE;-38.71590374;-6.78836126;274.03;3546;2163;1383;1913;1265;0.621;0.729;0.491;Rural Adjacente;9.88;4.99;29951.06;43047.05;93187.43;12327;7559.62;118;3668;4108
2954;3169;Ipu;2305803;626,049;42058;64,03;97,3;0,618;;9098,84;CE;95058,00809;85477,94975;9580,05834;Ipu;CE;-40.71872614;-4.313431685;358.62;11292;7349;3943;10169;34369;0.583;0.762;0.532;Intermediário Adjacente;34566.2;18434.77;132841.84;124938.43;334.08;41485;8052.99;587;3216;9624
2955;3170;Ipueiras;2305902;1483,258;38114;25,63;98,1;0,573;;6557,61;CE;85184,00785;78943,66079;6240,34706;Ipueiras;CE;-40.71569651;-4.543785495;237.73;10955;5525;5430;6011;25528;0.534;0.735;0.479;Rural Adjacente;17843.21;6987.54;67874.81;117784.73;219937.89;37957;5794.4;475;1995;8026
2956;3171;Iracema;2306009;839,174;14326;16,71;98;0,652;;10011,63;CE;43144,92393;43284,80094;-139,87701;Iracema;CE;-38.30466166;-5.809842553;127.03;3992;2908;1084;1752;601;0.597;0.733;0.632;Rural Adjacente;18999.57;4.24;42282.98;53085.21;124577.6;14098;8836.54;210;848;4044
2957;3172;Irauçuba;2306108;1466,412;24305;15,28;95,2;0,605;;7054,84;CE;57618,57886;51199,17333;6419,40553;Irauçuba;CE;-39.79223812;-3.745418802;151.03;5599;3713;1886;11057;3251;0.526;0.755;0.557;Rural Adjacente;15074.2;17493.82;42.83;76851.07;160.53;23704;6772.2;219;974;3463
2958;3173;Itaiçaba;2306207;213,604;7866;34,49;99,5;0,656;;9000,96;CE;24405,74731;21829,31688;2576,43043;Itaiçaba;CE;-37.82162951;-4.683404712;11.79;2307;1322;985;1093;1589;0.581;0.758;0.642;Rural Adjacente;5868.21;5992.53;16827;26648.66;61.17;7698;7946.66;62;653;1946
2959;3174;Itaitinga;2306256;153,686;38325;236,51;91,4;0,626;;16879,25;CE;100395,8056;91053,8776;9341,92801;Itaitinga;CE;-38.52640515;-3.970459016;63.62;9304;9237;67;634;1725;0.583;0.768;0.548;Urbano;7307.83;90026.54;258974.13;125.71;565603.45;38933;14527.61;490;4378;5911
2960;3175;Itapajé;2306306;432,188;53067;110,01;97,1;0,623;;10587,34;CE;113391,4921;101400,1818;11991,31031;Itapajé;CE;-39.58353324;-3.68567311;254.57;12977;9252;3725;9788;18972;0.561;0.76;0.568;Urbano;45.22;99833.86;160620.07;161125.02;526964.82;51538;10224.78;487;3369;10922
2961;3176;Itapipoca;2306405;1600,358;130539;71,9;97,9;0,64;;12239,16;CE;268626,6647;239926,5493;28700,11538;Itapipoca;CE;-39.58348158;-3.4994355;107.44;29961;17886;12075;43357;62587;0.562;0.761;0.613;Urbano;75.44;195910.45;521871.77;385469.19;1326962.44;126234;10511.93;1451;7914;25770
2962;3177;Itapiúna;2306504;593,231;20520;31,64;95,3;0,604;;6750,24;CE;65456,73673;45448,28476;20008,45197;Itapiúna;CE;-38.92067396;-4.554740175;146.3;4941;2482;2459;5854;9261;0.525;0.775;0.542;Rural Adjacente;12263.41;4032.74;35450.89;66.01;122.96;19872;6187.36;129;937;2554
2963;3178;Itarema;2306553;714,833;42215;52;96,6;0,606;;18676,21;CE;100102,2416;93239,96143;6862,28018;Itarema;CE;-39.91567775;-2.923348;19.61;8850;4026;4824;25056;29437;0.529;0.753;0.558;Rural Adjacente;48648.64;114984.18;103423.63;131226.69;432677.95;40822;10599.14;290;2023;5644
2964;3179;Itatira;2306603;829,626;21836;24,12;97,6;0,562;;6310,24;CE;76025,83975;60600,42204;15425,41771;Itatira;CE;-39.61790402;-4.528922562;796.67;4794;2495;2299;14946;7419;0.514;0.747;0.463;Rural Adjacente;11397.76;3828.92;26581.06;66221.93;112602.9;20484;5497.11;148;1124;2952
2965;3180;Jaguaretama;2306702;1826,826;18147;10,15;96,7;0,612;;8348,39;CE;49201,83037;35976,64248;13225,18789;Jaguaretama;CE;-38.7625263;-5.610889563;114.93;5178;2584;2594;2100;1152;0.552;0.776;0.535;Rural Adjacente;28693.92;6627.14;41.16;58469.03;141955.27;17977;7896.49;245;918;4002
2966;3181;Jaguaribara;2306801;622,963;11492;15,55;97,4;0,618;;11538,97;CE;28167,84306;26656,01281;1511,83025;Jaguaribara;CE;-38.4630973;-5.457502034;151;2863;1949;914;904;3192;0.575;0.735;0.559;Rural Adjacente;25760.42;11260.18;33701.95;38546.4;120661.69;11200;10773.36;119;792;3122
2967;3182;Jaguaribe;2306900;1877,062;34636;18,33;96,4;0,621;;14845,88;CE;85507,21442;82644,15907;2863,05535;Jaguaribe;CE;-38.62300505;-5.886459045;123.32;10160;6987;3173;2798;2652;0.58;0.76;0.543;Intermediário Adjacente;45224.52;58301.51;188770.96;110928.84;451695.58;34503;13091.49;640;2784;9429
2968;3183;Jaguaruana;2307007;854,362;33834;37,16;98,4;0,624;;11972,22;CE;69049,41624;69046,51936;2,89688;Jaguaruana;CE;-37.78239148;-4.839555168;15.8;9649;5774;3875;7027;19759;0.568;0.779;0.548;Rural Adjacente;50531.25;78.37;94.38;101782.65;370742.34;33607;11031.7;609;1960;8665
2969;3184;Jardim;2307106;544,98;27181;48,31;98,4;0,614;;7175,95;CE;58468,86665;52203,50615;6265,3605;Jardim;CE;-39.28416446;-7.585536466;662.64;6845;2473;4372;2711;848;0.547;0.779;0.542;Rural Adjacente;20217.43;5.01;53244.04;92525.39;178098.61;27074;6578.22;210;1966;5315
2970;3185;Jati;2307205;368,359;8130;21,21;98,1;0,651;;11532,31;CE;32089,96358;28222,35564;3867,60794;Jati;CE;-39.00513876;-7.692741595;438.24;2192;1355;837;1877;5007;0.562;0.776;0.634;Rural Adjacente;4551.62;2561.74;29265.4;31388.75;79269.91;7827;10127.75;69;829;1032
2971;3186;Jijoca de Jericoacoara;2307254;209,029;20087;83,02;98,8;0,652;;15896,76;CE;62313,16657;60923,78966;1389,37691;Jijoca de Jericoacoara;CE;-40.4387354;-2.899682709;20.88;4744;1642;3102;5683;9373;0.614;0.723;0.625;Rural Adjacente;4721.75;17205.88;148342.68;71607.73;260946.45;19224;13573.99;598;1818;5133
2972;3187;Juazeiro do Norte;2307304;258,788;276264;1004,45;97,3;0,694;;16375,01;CE;672950,2882;522709,2441;150241,0441;Juazeiro do Norte;CE;-39.31699336;-7.210766;407.08;69273;66737;2536;1452;3608;0.644;0.81;0.642;Urbano;16226.81;446.85;2500749.36;783278.24;4185791.73;268248;15604.19;5282;38287;67117
2973;3188;Jucás;2307403;940,336;24892;25,4;97,5;0,598;;7617,23;CE;55718,34201;53527,80103;2190,54098;Jucás;CE;-39.52677624;-6.522549273;253.17;6784;4143;2641;3478;2811;0.541;0.772;0.511;Rural Adjacente;17426.29;8967.72;60376.81;78.33;176817.08;24540;7205.26;212;1032;5070
2974;3189;Lavras da Mangabeira;2307502;945,263;31492;32,8;97,2;0,613;;7950,76;CE;67220,81129;56816,99038;10403,82091;Lavras da Mangabeira;CE;-38.96727505;-6.754747977;256.09;8661;5252;3409;4157;11998;0.576;0.778;0.515;Rural Adjacente;27183.5;15418.56;71.03;96925;220459.5;31359;7030.18;337;1554;4510
2975;3190;Limoeiro do Norte;2307601;744,525;59890;74,91;98;0,682;;15562,57;CE;115645,2464;106746,3527;8898,89372;Limoeiro do Norte;CE;-38.09909487;-5.15023902;33.83;17141;10108;7033;8592;95256;0.633;0.804;0.623;Urbano;277647.83;53.5;346393.9;183.26;927.62;58552;15842.69;962;8057;19670
2976;3191;Madalena;2307635;997,781;19864;17,48;98,3;0,61;;7045,75;CE;41301,98044;39124,62753;2177,35291;Madalena;CE;-39.57578868;-4.852434177;299.1;4813;2560;2253;9699;9910;0.536;0.778;0.545;Rural Adjacente;20421.47;3308.22;31663.97;67.29;127554.72;19616;6502.59;101;962;2951
2977;3192;Maracanaú;2307650;105,071;229458;1960,25;97,4;0,686;;37977,92;CE;724429,9827;657108,095;67321,88764;Maracanaú;CE;-38.62441865;-3.876964451;55.24;57477;57331;145;382;849;0.617;0.788;0.665;Urbano;6.91;2510808.06;3239106.56;803173.79;8084735.88;223188;36223.88;3233;33092;27654
2978;3193;Maranguape;2307700;583,505;130346;192,19;94,9;0,659;;10814,52;CE;197385,5778;193904,0685;3481,50926;Maranguape;CE;-38.68585125;-3.89186946;79.52;29005;22434;6571;4243;6209;0.587;0.788;0.618;Urbano;42.75;265035.68;424.31;368130.56;1253963.96;125058;10027.06;975;10710;12083
2979;3194;Marco;2307809;573,61;27595;43,03;97,4;0,612;;11565,25;CE;64664,2363;57587,68763;7076,54867;Marco;CE;-40.15164364;-3.120707025;28.76;5988;3803;2185;13172;7498;0.564;0.734;0.553;Rural Adjacente;12046.57;40208.17;107593.14;86.36;272831.28;26738;10203.88;423;1503;4880
2980;3195;Martinópole;2307908;303,445;11321;34,16;97,8;0,599;;6983,49;CE;30155,02181;29615,54391;539,4779;Martinópole;CE;-40.69935518;-3.225012227;87.24;2716;2198;518;5470;5765;0.541;0.76;0.522;Intermediário Adjacente;7.68;2842.22;19010.67;38322.2;70181.6;10990;6385.95;87;365;1712
2981;3196;Massapê;2308005;567,78;39044;62,11;98,3;0,616;;6696,51;CE;101272,1581;81630,43037;19641,72775;Massapê;CE;-40.34213486;-3.523870584;84.95;9266;6500;2766;5330;4453;0.541;0.778;0.554;Rural Adjacente;13527.18;11540.42;79393.8;112.1;227927.87;37892;6015.2;469;1787;6988
2982;3197;Mauriti;2308104;1079,01;48168;42,15;98,1;0,605;;7971,96;CE;88623,54391;87085,54274;1538,00117;Mauriti;CE;-38.77279544;-7.387398;384.62;11653;6363;5290;20306;36462;0.544;0.772;0.526;Rural Adjacente;47128.7;18671.45;105.48;145055.42;337746.35;46335;7289.23;412;2953;7548
2983;3198;Meruoca;2308203;151,651;15185;91,38;97,8;0,618;;6454,68;CE;40227,84038;35949,35702;4278,48336;Meruoca;CE;-40.45088096;-3.539006662;673.56;3476;1951;1525;868;1606;0.559;0.761;0.554;Rural Adjacente;4856.79;6.82;23306.7;49939.77;88135.05;14814;5949.44;110;649;3068
2984;3199;Milagres;2308302;579,097;27462;46,69;96,2;0,628;;7893,49;CE;62154,81674;53491,71754;8663,0992;Milagres;CE;-38.94315677;-7.310427797;342.36;7852;3883;3969;4359;7921;0.561;0.777;0.569;Rural Adjacente;18074.94;9350.55;72.89;87.64;199178.16;28292;7040.09;175;2167;3648
2985;3200;Milhã;2308351;502,137;13142;26,05;97,5;0,626;;9630,81;CE;35731,74713;31509,00394;4222,74319;Milhã;CE;-39.20357418;-5.679564101;208.55;3848;1834;2014;6477;2034;0.56;0.784;0.558;Rural Adjacente;28895.48;3903.52;29276.16;44584.43;111586.86;13152;8484.4;145;833;3898
2986;3201;Miraíma;2308377;708,678;13894;18,29;98,6;0,592;;6389,42;CE;31540,70901;31469,47985;71,22916;Miraíma;CE;-39.97006488;-3.568599907;70.7;3241;1800;1441;1630;813;0.51;0.778;0.523;Rural Adjacente;9294.13;3201.57;16.39;46436.76;77.91;13507;5768.28;67;409;1727
2987;3202;Missão Velha;2308401;613,317;35480;53,08;96,8;0,622;;17407,05;CE;75644,0299;68822,84345;6821,18645;Missão Velha;CE;-39.14519771;-7.243231514;349.58;9091;4291;4800;8810;104669;0.579;0.754;0.552;Rural Adjacente;106339.43;15894.82;84.05;109691.65;330368.37;35326;9351.99;306;2834;6558
2988;3203;Mombaça;2308500;2115,748;43858;20,14;96,4;0,582;;7280,24;CE;82316,49363;75706,9863;6609,50733;Mombaça;CE;-39.62440525;-5.74700454;250.38;11985;5522;6463;14159;4357;0.549;0.735;0.489;Rural Adjacente;26003.67;38630.87;102.29;124257.45;306785.95;43678;7023.81;752;2377;8310
2989;3204;Monsenhor Tabosa;2308609;892,538;17249;18,85;99,2;0,61;;7428,09;CE;44058,07424;43438,91752;619,15672;Monsenhor Tabosa;CE;-40.07006746;-4.783091291;684.66;4766;2837;1929;9010;1912;0.545;0.773;0.538;Rural Adjacente;14475.58;4.58;36465.76;60.58;121446.8;17025;7133.44;133;937;4121
2990;3205;Morada Nova;2308708;2763,971;61738;22,33;97,6;0,61;;13684,72;CE;138124,4782;127183,7477;10940,73053;Morada Nova;CE;-38.36490735;-5.096952;73;18266;10658;7608;14899;11127;0.569;0.758;0.525;Intermediário Adjacente;90.59;161190.87;248660.3;186306.69;754066.44;61722;12217.14;621;5814;15416
2991;3206;Moraújo;2308807;414,446;8779;19,42;97,4;0,581;;7258,85;CE;22274,27278;21764,31104;509,96174;Moraújo;CE;-40.68359893;-3.466363274;62.07;2129;996;1133;1343;712;0.495;0.768;0.516;Rural Adjacente;19.71;3383.51;17465.53;29914.75;72651.92;8579;8468.58;33;427;1552
2992;3207;Morrinhos;2308906;411,586;22685;49,81;95,1;0,588;;6655,15;CE;50690,40271;46041,05998;4649,34273;Morrinhos;CE;-40.12417889;-3.228830534;46.35;5346;2634;2712;13652;11142;0.524;0.76;0.511;Rural Adjacente;9020.18;7.79;42735.37;68660.06;134904.18;22067;6113.39;135;1193;3488
2993;3208;Mucambo;2309003;192,19;14549;73,99;98,6;0,607;;6730,34;CE;38188,35135;34550,89887;3637,45248;Mucambo;CE;-40.74528047;-3.90602998;177.69;4230;2841;1389;4678;2333;0.565;0.732;0.541;Rural Adjacente;4.58;4847.8;32.03;48035.06;94201.82;14367;6556.82;101;740;3700
2994;3209;Mulungu;2309102;97,951;10941;85,35;96,9;0,607;;9761,49;CE;34670,52113;26115,92919;8554,59194;Mulungu;CE;-38.99306592;-4.29952832;802.83;2933;1144;1789;4797;18157;0.551;0.759;0.534;Rural Adjacente;17530.04;2495.36;22835.44;41199.9;85120.67;12682;6711.93;98;468;1656
2995;3210;Nova Olinda;2309201;282,584;15684;50,13;97,3;0,625;;9136,83;CE;46687,0978;38351,07058;8336,02722;Nova Olinda;CE;-39.67948547;-7.084102811;450.22;3988;2854;1134;3623;6328;0.567;0.779;0.554;Rural Adjacente;7007.26;10.09;42836.21;50588.53;117889.56;15310;7700.17;232;950;2733
2996;3211;Nova Russas;2309300;736,911;32408;41,69;98;0,614;;8504,63;CE;61813,47715;57297,44701;4516,03014;Nova Russas;CE;-40.56530335;-4.70680835;244.41;9317;7086;2231;2553;1425;0.585;0.754;0.524;Intermediário Adjacente;11323.7;7.9;116971.22;103686.04;262621.94;31954;8218.75;260;2615;8392
2997;3212;Novo Oriente;2309409;947,44;28673;28,92;97,9;0,605;;7489,11;CE;59518,6181;54123,86991;5394,74819;Novo Oriente;CE;-40.77476727;-5.533864836;346.11;8013;4267;3746;20209;16931;0.552;0.763;0.526;Rural Adjacente;21358.96;8.69;55815.87;84634.76;177885.12;28288;6288.36;309;1685;8872
